token_id,name,birthplace_trait,birthplace_value,ethnicity_trait,ethnicity_value,occupation_trait,occupation_value,special_trait,special_trait_value,merkle_root,proof
17,0x486570706572,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x5374726174656769632047656e697573,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x16c15ab793b72b3652d840e045e6b4aa656980b7248d30c1db8def44c11c0da,0x4fdf7a6c6c42e3bea61a2a40461fe9e1ef677d1fe8eb66424ac65ba4be245c1,0x7f0238aad1e3d8e299413748f6d595e5a8bf2f589f58ffbadf88dd3a1013817,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
18,0x496f6e65,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x507269657374657373,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x2ff2cff1e1fb1a0edefcf951648e7325ef9ac8cc14bca5047fc084638ac8478,0x4fdf7a6c6c42e3bea61a2a40461fe9e1ef677d1fe8eb66424ac65ba4be245c1,0x7f0238aad1e3d8e299413748f6d595e5a8bf2f589f58ffbadf88dd3a1013817,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
19,0x43616c6c69737468656e6573656e6f72,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x56adc61255c816bf7301c075eba399b7c55e2a06c4d1b7ac13132a535ce50d8,0x421e1a87f167342e0fe868398c1cb4b99b15c2e4f89858e71e8c32fa3d31ba9,0x2e08f34f9c694f617d9825754f74bc36c9dc605ffa0d02b977f09068ccee386,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
20,0x48697070617375736f73,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x526562656c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x55820f23ca6eff7bae1bf9245c20807da2eaaae7171ffac42fe0b76c1270ff1,0x421e1a87f167342e0fe868398c1cb4b99b15c2e4f89858e71e8c32fa3d31ba9,0x2e08f34f9c694f617d9825754f74bc36c9dc605ffa0d02b977f09068ccee386,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
21,0x5468756379646964657369636c6573,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x5144c32224ff7e863de93bb4567f3eaf216ad38b829616b5daf014ebe0af8e6,0x64464583aaa07cb995d1eada13abd800c956fe29505322520745c3a5e3c30d9,0x2e08f34f9c694f617d9825754f74bc36c9dc605ffa0d02b977f09068ccee386,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
22,0x457572796d65646f6e69646573,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x41646d6972616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0xd7a39f9898a1b32cdba2f7632161653ef52dfbd783e32eb46d03360b62b97,0x64464583aaa07cb995d1eada13abd800c956fe29505322520745c3a5e3c30d9,0x2e08f34f9c694f617d9825754f74bc36c9dc605ffa0d02b977f09068ccee386,0x4b6f46448d24da7dec593ac244d8a41d9fdd38f11b3705042b3e548dded95f4,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
23,0x50657273657573696f6e,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x52756c696e6720456c697465,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x3715d4377b0d47f0e7b9c8fe11fb15fb1d4d6b063174c96e1e069da62972233,0x522e00281c9e1f4b4a49d82cbddb0eaa666d04cf5a1c54ee71a73b9e3738765,0x13cdb3d7bc030e66cf8955e5dbd9b113f5c4c143f5d4e66198aebb712fabf97,0x50c0320ec711fbd81ebc85d51b725b72faad0dcf609bf5281ba4b4a3d810950,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
24,0x4570696375727573616e,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x1ec62b14015fd8c1aa08253fdbe5a1a68ef813b1014b306a43f81f4d2b0beec,0x522e00281c9e1f4b4a49d82cbddb0eaa666d04cf5a1c54ee71a73b9e3738765,0x13cdb3d7bc030e66cf8955e5dbd9b113f5c4c143f5d4e66198aebb712fabf97,0x50c0320ec711fbd81ebc85d51b725b72faad0dcf609bf5281ba4b4a3d810950,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
25,0x41726368696d65646573696f6e,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x526562656c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x50ffd0acdba24507a3c0a6c7cca15416a8ae2fcbec7e53d8337ac34a8dce4b2,0x65f9f3dd9d39dcf5a759ea54618638312ca68ebb1d890c73061f07b7204b1d6,0x13cdb3d7bc030e66cf8955e5dbd9b113f5c4c143f5d4e66198aebb712fabf97,0x50c0320ec711fbd81ebc85d51b725b72faad0dcf609bf5281ba4b4a3d810950,0x642af14a0f0c3e5bf558b248a0e4a3c2fc71f49409be2c10f7444e5156dc81a,0x1ea5f6c1e9b55ab8c90c0ec054bd26e73cd2315c321cf8ebc6dcfe6825996a3,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
32,0x417269737469646573696f6e,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x2c0dedb9959674f75fbcf2e89a42dd5e826cf75358a33ae000835f74364c10c,0x555ba5923944a2ead62a928bc4b0fe3593b7f8f5251e675d7aad9af6f0e7e1a,0x1c120f8ea13cc030dd4bb5549bfe35e46bfaaf651347f2386c0f262892d1ce7,0x6c632f6d0333da20c21d76b41ff120f0ed4dab7564f7e3768966e46aaa56df5,0x6d9f202b65fba130c4ed3a79aa51c6fc9af242abce22fa9da3fc48476ccfc18,0x400b3c9b8f7dc60f00b4ba3fa1b679909c9bc8e8438b831cb0e873c867955b8,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
33,0x417269737461726368757369646573,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x47656e6572616c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0x4371e55cbfda4ac39c6a5dedf3200fac07ac28395e92a315ef2d152ec4a28b6,0x3659ed47230b0d69aeb60645724305aa6261c27d3c396edca2dde37adcb6841,0x1c120f8ea13cc030dd4bb5549bfe35e46bfaaf651347f2386c0f262892d1ce7,0x6c632f6d0333da20c21d76b41ff120f0ed4dab7564f7e3768966e46aaa56df5,0x6d9f202b65fba130c4ed3a79aa51c6fc9af242abce22fa9da3fc48476ccfc18,0x400b3c9b8f7dc60f00b4ba3fa1b679909c9bc8e8438b831cb0e873c867955b8,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
34,0x50746f6c656d61696f73696f6e,birthplace,0x57657374204d616365646f6e6961,ethnicity,0x4d616365646f6e69616e73,occupation,0x526562656c,special_trait,0x4e6f6e65,0x6e1ca6734406be8b8390672e63de35b020172fb415d4f5e6ed604c628c3802b,"0xa5209b51fa0df25426efc1bc851f33a974fcb5964f405d3c20a9b57457100d,0x3659ed47230b0d69aeb60645724305aa6261c27d3c396edca2dde37adcb6841,0x1c120f8ea13cc030dd4bb5549bfe35e46bfaaf651347f2386c0f262892d1ce7,0x6c632f6d0333da20c21d76b41ff120f0ed4dab7564f7e3768966e46aaa56df5,0x6d9f202b65fba130c4ed3a79aa51c6fc9af242abce22fa9da3fc48476ccfc18,0x400b3c9b8f7dc60f00b4ba3fa1b679909c9bc8e8438b831cb0e873c867955b8,0x3269866fed3f1037dd0842c0377789813059a5f161408cf69540a545b5b98f7,0x670931d08fd6143ff56c710e7133b3772beac178ce5e94f4c2fc46752212690,0x418ef66924acf7ee380515d2d9403cc6305eb8591b2f13eb089b78535e86719,0x7e006e3e813a9c414b5319e8000bb9ff236cc0f3d9df5bf93e3bd3bcf5590c8,0x56cfa47a8c941147f8d668abc703883d9bce3d629b5a25641578f06ba633948"
